action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18893328,[],CHEMBL4315087,Inhibition of recombinant human GST-tagged RET expressed in baculovirus expression system,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,,,CHEMBL4311995,Eur J Med Chem,2019,"{'bei': '21.31', 'le': '0.39', 'lle': '4.83', 'sei': '10.96'}",CHEMBL482968,ENMD-2076,CHEMBL482968,8.00,0,http://www.openphacts.org/units/Nanomolar,3152351,=,1,1,=,,IC50,nM,,10.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,60.0,10.0
,,18939089,[],CHEMBL4328587,Inhibition of human RET using KKKVSRSGLYRSPSMPENLNRPR as substrate by [gamma-33P]-ATP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL4325871,Eur J Med Chem,2019,"{'bei': '18.14', 'le': '0.33', 'lle': '4.11', 'sei': '12.19'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,8.46,0,http://www.openphacts.org/units/Nanomolar,3159540,=,1,1,=,,IC50,nM,,3.43,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,10'-9M,UO_0000065,,3.43
,,18951029,[],CHEMBL4331427,Inhibition of human RET using KKKVSRSGLYRSPSMPENLNRPR as substrate by [gamma-33P]-ATP assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2ncnc3[nH]cnc23)CC1,,,CHEMBL4330078,Eur J Med Chem,2019,"{'bei': '16.09', 'le': '0.31', 'lle': '3.02', 'sei': '7.35'}",CHEMBL4466555,,CHEMBL4466555,8.28,0,http://www.openphacts.org/units/Nanomolar,3161435,=,1,1,=,,IC50,nM,,5.2,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,5.2
,,18985706,[],CHEMBL4340005,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@@H](C)Nc1cc(NC(=O)N2CCCc3cc(CN4CCCCOC4=O)c(C=O)nc32)ncc1C#N,,,CHEMBL4339212,Bioorg Med Chem,2019,,CHEMBL4475216,,CHEMBL4475216,,0,http://www.openphacts.org/units/Nanomolar,3167141,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,10000.0
,,19012674,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '11.61', 'le': '0.21', 'lle': '0.28', 'sei': '5.90'}",CHEMBL2105717,CABOZANTINIB,CHEMBL2105717,5.82,0,http://www.openphacts.org/units/Nanomolar,3172613,=,1,1,=,,IC50,nM,,1500.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.5
,,19012675,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,,,CHEMBL4342511,ACS Med Chem Lett,2020,,CHEMBL24828,VANDETANIB,CHEMBL24828,,0,http://www.openphacts.org/units/Nanomolar,3172612,>,1,1,>,,IC50,nM,,5000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,5.0
,,19012676,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '22.36', 'le': '0.40', 'lle': '5.20', 'sei': '7.84'}",CHEMBL4534366,,CHEMBL4534366,7.70,0,http://www.openphacts.org/units/Nanomolar,3172614,=,1,1,=,,IC50,nM,,20.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.02
,,19012677,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,CN(C)C(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '13.75', 'le': '0.25', 'lle': '2.01', 'sei': '6.79'}",CHEMBL4463076,,CHEMBL4463076,5.12,0,http://www.openphacts.org/units/Nanomolar,3172615,=,1,1,=,,IC50,nM,,7600.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,7.6
,,19012678,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccccn4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '21.36', 'le': '0.39', 'lle': '4.86', 'sei': '7.49'}",CHEMBL4468733,,CHEMBL4468733,7.36,0,http://www.openphacts.org/units/Nanomolar,3172616,=,1,1,=,,IC50,nM,,44.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.044
,,19012679,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1ccc(-c2cnn3ccc(NCc4cccnc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '21.18', 'le': '0.38', 'lle': '4.79', 'sei': '7.43'}",CHEMBL4570029,,CHEMBL4570029,7.29,0,http://www.openphacts.org/units/Nanomolar,3172617,=,1,1,=,,IC50,nM,,51.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.051
,,19012680,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,CN(C)CCNc1ccn2ncc(-c3ccc(C(N)=O)cc3)c2n1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '19.90', 'le': '0.37', 'lle': '4.99', 'sei': '7.29'}",CHEMBL4457706,,CHEMBL4457706,6.46,0,http://www.openphacts.org/units/Nanomolar,3172618,=,1,1,=,,IC50,nM,,350.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.35
,,19012681,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '19.72', 'le': '0.35', 'lle': '2.54', 'sei': '10.78'}",CHEMBL4541958,,CHEMBL4541958,5.94,0,http://www.openphacts.org/units/Nanomolar,3172619,=,1,1,=,,IC50,nM,,1140.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.14
,,19012682,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1cccc(-c2cnn3ccc(NCc4ccncc4)nc23)c1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '15.58', 'le': '0.28', 'lle': '2.87', 'sei': '5.46'}",CHEMBL4475722,,CHEMBL4475722,5.37,0,http://www.openphacts.org/units/Nanomolar,3172620,=,1,1,=,,IC50,nM,,4300.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,4.3
,,19012683,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,NS(=O)(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '16.94', 'le': '0.33', 'lle': '4.39', 'sei': '5.59'}",CHEMBL4536438,,CHEMBL4536438,6.44,0,http://www.openphacts.org/units/Nanomolar,3172621,=,1,1,=,,IC50,nM,,360.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.36
,,19012684,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '18.10', 'le': '0.33', 'lle': '3.15', 'sei': '6.77'}",CHEMBL4593942,,CHEMBL4593942,6.25,0,http://www.openphacts.org/units/Nanomolar,3172622,=,1,1,=,,IC50,nM,,560.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.56
,,19012685,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '14.44', 'le': '0.26', 'lle': '1.81', 'sei': '6.14'}",CHEMBL4544713,,CHEMBL4544713,5.17,0,http://www.openphacts.org/units/Nanomolar,3172623,=,1,1,=,,IC50,nM,,6700.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,6.7
,,19012686,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1cccc(-c2cnn3ccc(NCc4ccncc4)nc23)c1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '16.17', 'le': '0.29', 'lle': '2.44', 'sei': '6.88'}",CHEMBL4454509,,CHEMBL4454509,5.80,0,http://www.openphacts.org/units/Nanomolar,3172624,=,1,1,=,,IC50,nM,,1600.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.6
,,19012687,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)Nc1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '14.76', 'le': '0.28', 'lle': '3.05', 'sei': '5.75'}",CHEMBL4531066,,CHEMBL4531066,5.82,0,http://www.openphacts.org/units/Nanomolar,3172625,=,1,1,=,,IC50,nM,,1500.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.5
,,19012688,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,c1cc(CNc2ccn3ncc(-c4ccc5cn[nH]c5c4)c3n2)ccn1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '19.11', 'le': '0.34', 'lle': '3.24', 'sei': '7.78'}",CHEMBL4513446,,CHEMBL4513446,6.52,0,http://www.openphacts.org/units/Nanomolar,3172626,=,1,1,=,,IC50,nM,,300.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.3
,,19012689,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,c1cc(CNc2ccn3ncc(-c4ccc5c(c4)OCO5)c3n2)ccn1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '18.93', 'le': '0.34', 'lle': '3.41', 'sei': '8.89'}",CHEMBL4547553,,CHEMBL4547553,6.54,0,http://www.openphacts.org/units/Nanomolar,3172627,=,1,1,=,,IC50,nM,,290.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.29
,,19012690,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,c1ccc(CNc2ccn3ncc(-c4ccc5c(c4)OCO5)c3n2)nc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '21.45', 'le': '0.39', 'lle': '4.28', 'sei': '10.07'}",CHEMBL4458622,,CHEMBL4458622,7.41,0,http://www.openphacts.org/units/Nanomolar,3172628,=,1,1,=,,IC50,nM,,39.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.039
,,19012691,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,c1ccc(CNc2ccn3ncc(-c4ccc5c(c4)OCO5)c3n2)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '13.18', 'le': '0.24', 'lle': '0.80', 'sei': '7.48'}",CHEMBL4450404,,CHEMBL4450404,4.54,0,http://www.openphacts.org/units/Nanomolar,3172629,=,1,1,=,,IC50,nM,,29000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,29.0
,,19012692,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,c1cc(Nc2ccn3ncc(-c4ccc5c(c4)OCO5)c3n2)ccn1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '12.68', 'le': '0.23', 'lle': '0.94', 'sei': '5.71'}",CHEMBL4537023,,CHEMBL4537023,4.20,0,http://www.openphacts.org/units/Nanomolar,3172630,=,1,1,=,,IC50,nM,,63000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,63.0
,,19012693,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,c1cc2c(cc1-c1cnn3ccc(NCC4CCNCC4)nc13)OCO2,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '19.06', 'le': '0.35', 'lle': '4.16', 'sei': '9.21'}",CHEMBL4532182,,CHEMBL4532182,6.70,0,http://www.openphacts.org/units/Nanomolar,3172631,=,1,1,=,,IC50,nM,,200.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.2
,,19012694,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,c1cc2c(cc1-c1cnn3ccc(NC4CCNCC4)nc13)OCO2,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '17.95', 'le': '0.33', 'lle': '3.77', 'sei': '8.33'}",CHEMBL4560012,,CHEMBL4560012,6.06,0,http://www.openphacts.org/units/Nanomolar,3172632,=,1,1,=,,IC50,nM,,880.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.88
,,19012695,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,CN(C)CCNc1ccn2ncc(-c3ccc4c(c3)OCO4)c2n1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '21.64', 'le': '0.40', 'lle': '4.94', 'sei': '11.02'}",CHEMBL4536873,,CHEMBL4536873,7.04,0,http://www.openphacts.org/units/Nanomolar,3172633,=,1,1,=,,IC50,nM,,91.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.091
,,19012696,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,c1cc2c(cc1-c1cnn3ccc(NCCN4CCCCC4)nc13)OCO2,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '16.91', 'le': '0.31', 'lle': '3.16', 'sei': '9.67'}",CHEMBL4476151,,CHEMBL4476151,6.18,0,http://www.openphacts.org/units/Nanomolar,3172634,=,1,1,=,,IC50,nM,,660.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.66
,,19012697,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCNc1ccn2ncc(-c3ccc4c(c3)OCO4)c2n1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '22.75', 'le': '0.42', 'lle': '5.23', 'sei': '12.08'}",CHEMBL4561280,,CHEMBL4561280,7.72,0,http://www.openphacts.org/units/Nanomolar,3172635,=,1,1,=,,IC50,nM,,19.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.019
,,19012698,[],CHEMBL4345863,Inhibition of recombinant N-Terminal GST-tagged human RET V804M mutant (658 to end residues) incubated for 15 mins followed by substrate addition and measured after 30 mins by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,OCCNc1ccn2ncc(-c3ccc4c(c3)OCO4)c2n1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '23.08', 'le': '0.43', 'lle': '5.36', 'sei': '8.51'}",CHEMBL4466600,,CHEMBL4466600,6.89,0,http://www.openphacts.org/units/Nanomolar,3172636,=,1,1,=,,IC50,nM,,130.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.13
,,19012748,[],CHEMBL4345866,Inhibition of RET V804M mutant (unknown origin)expressed in human BaF3 cells assessed as reduction in cell viability incubated for 48 hrs by celltiter glo luminescence cell viability assay,B,P07949,V804M,BAO_0000190,BAO_0000219,cell-based format,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '12.25', 'le': '0.27', 'lle': '1.39', 'sei': '9.28'}",CHEMBL24828,VANDETANIB,CHEMBL24828,5.82,0,http://www.openphacts.org/units/Nanomolar,3172612,=,1,1,=,,IC50,nM,,1500.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.5
,,19012749,[],CHEMBL4345866,Inhibition of RET V804M mutant (unknown origin)expressed in human BaF3 cells assessed as reduction in cell viability incubated for 48 hrs by celltiter glo luminescence cell viability assay,B,P07949,V804M,BAO_0000190,BAO_0000219,cell-based format,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '13.45', 'le': '0.25', 'lle': '1.20', 'sei': '6.83'}",CHEMBL2105717,CABOZANTINIB,CHEMBL2105717,6.75,0,http://www.openphacts.org/units/Nanomolar,3172613,=,1,1,=,,IC50,nM,,180.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.18
,,19012750,[],CHEMBL4345866,Inhibition of RET V804M mutant (unknown origin)expressed in human BaF3 cells assessed as reduction in cell viability incubated for 48 hrs by celltiter glo luminescence cell viability assay,B,P07949,V804M,BAO_0000190,BAO_0000219,cell-based format,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '15.55', 'le': '0.28', 'lle': '2.86', 'sei': '5.45'}",CHEMBL4534366,,CHEMBL4534366,5.36,0,http://www.openphacts.org/units/Nanomolar,3172614,=,1,1,=,,IC50,nM,,4400.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,4.4
,,19012751,[],CHEMBL4345866,Inhibition of RET V804M mutant (unknown origin)expressed in human BaF3 cells assessed as reduction in cell viability incubated for 48 hrs by celltiter glo luminescence cell viability assay,B,P07949,V804M,BAO_0000190,BAO_0000219,cell-based format,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccccn4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '15.77', 'le': '0.29', 'lle': '2.93', 'sei': '5.53'}",CHEMBL4468733,,CHEMBL4468733,5.43,0,http://www.openphacts.org/units/Nanomolar,3172616,=,1,1,=,,IC50,nM,,3700.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,3.7
,,19012752,[],CHEMBL4345866,Inhibition of RET V804M mutant (unknown origin)expressed in human BaF3 cells assessed as reduction in cell viability incubated for 48 hrs by celltiter glo luminescence cell viability assay,B,P07949,V804M,BAO_0000190,BAO_0000219,cell-based format,NC(=O)c1ccc(-c2cnn3ccc(NCc4cccnc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '15.71', 'le': '0.28', 'lle': '2.91', 'sei': '5.51'}",CHEMBL4570029,,CHEMBL4570029,5.41,0,http://www.openphacts.org/units/Nanomolar,3172617,=,1,1,=,,IC50,nM,,3900.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,3.9
,,19012753,[],CHEMBL4345866,Inhibition of RET V804M mutant (unknown origin)expressed in human BaF3 cells assessed as reduction in cell viability incubated for 48 hrs by celltiter glo luminescence cell viability assay,B,P07949,V804M,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCNc1ccn2ncc(-c3ccc(C(N)=O)cc3)c2n1,,,CHEMBL4342511,ACS Med Chem Lett,2020,,CHEMBL4457706,,CHEMBL4457706,,0,http://www.openphacts.org/units/Nanomolar,3172618,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,19012754,[],CHEMBL4345866,Inhibition of RET V804M mutant (unknown origin)expressed in human BaF3 cells assessed as reduction in cell viability incubated for 48 hrs by celltiter glo luminescence cell viability assay,B,P07949,V804M,BAO_0000190,BAO_0000219,cell-based format,NS(=O)(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,,,CHEMBL4342511,ACS Med Chem Lett,2020,,CHEMBL4536438,,CHEMBL4536438,,0,http://www.openphacts.org/units/Nanomolar,3172621,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,19012755,[],CHEMBL4345866,Inhibition of RET V804M mutant (unknown origin)expressed in human BaF3 cells assessed as reduction in cell viability incubated for 48 hrs by celltiter glo luminescence cell viability assay,B,P07949,V804M,BAO_0000190,BAO_0000219,cell-based format,c1cc(CNc2ccn3ncc(-c4ccc5cn[nH]c5c4)c3n2)ccn1,,,CHEMBL4342511,ACS Med Chem Lett,2020,"{'bei': '16.27', 'le': '0.29', 'lle': '2.27', 'sei': '6.63'}",CHEMBL4513446,,CHEMBL4513446,5.55,0,http://www.openphacts.org/units/Nanomolar,3172626,=,1,1,=,,IC50,nM,,2800.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,2.8
